root_tweet_id,conversation,pseudo_intent
2116119,"CUSTOMER: @115821 @115850 this is not true. The courier never arrived. https://t.co/NgyKxl4QWN

AMAZON: @623787 That's strange, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SU

CUSTOMER: @AmazonHelp Thank you for responding so promptly. I did try contacting, but the IVR has no option to talk to anyone, it just keeps giving me status update of my order.

AMAZON: @623787 We definitely didn't intend this experience, please fill this form: https://t.co/GIJyeYqKE0, we'll connect with you shortly. ^MP

CUSTOMER: @AmazonHelp Done. Thank you.

AMAZON: @623787 Thank you for sharing your details. We'll get back to you at the earliest. ^KH",Delivery Issue
2062378,"CUSTOMER: @AmazonHelp neeed a refund on the items I purchase. Ordered on Oct 19 you said it will take 2 working days. It was delivered the 26.

AMAZON: @391041 Hello, we want to help! What was the order's expected delivery date? You can check that here: https://t.co/Y5jpI9gRhE ^RM

CUSTOMER: @AmazonHelp 2 working days form date of purchase on Oct 19 is not Oct 26.

AMAZON: @391041 The shipping speed refers to transit time once an order ships. Some items may take time to prepare before your order ships. ^RM",Delivery Issue
882461,"CUSTOMER: Had 2 useless email exchanges w/ @115821 customer service. Clear they aren't reading my e-mails, but just skimming for keywords. Terrible!

AMAZON: @329546 I'm sorry for the poor experience, Neal. Without giving account information, can you tell us more about your concern? ^DG",Account / Access / Security
153639,"CUSTOMER: Tengo preguntas @116875.

AMAZON: @151171 Hola, sin brindarnos detalles de tu cuenta. Cuéntanos, ¿cómo podemos ayudarte? ^KA",Other / Unclear
1398433,"CUSTOMER: Amazon: ""lo vuoi? Te lo mandiamo sabato 28 spedito col corriere delle Poste!""
Poste: ""Haha! Sabato? ... anche no.""

AMAZON: @445204 Il tuo ordine è in ritardo? Si tratta di un articolo che è stato spedito da Amazon o da un venditore? ^EA

CUSTOMER: @AmazonHelp Sì non è arrivato ed è stato spedito da Amazon. Grazie per l'interessamento ma tranquilli, il mio voleva solo essere un tweet ironico.

AMAZON: @445204 Mi spiace per il ritardo! 😕 Prova a metterti in contatto con il Servizio Clienti da qui: https://t.co/LIoFNzaBAn. A presto! ^CS",Other / Unclear
2137933,"CUSTOMER: @AmazonHelp definitely have, this was supposed to have been delivered today. Th is happened to me (cont) https://t.co/meOxVejwv2

AMAZON: @628851 Have you noticed the issue with a particular carrier? Is there any other trend with the delays? We want to help if possible! ^EA

CUSTOMER: @AmazonHelp yes, UPS but particularly USPS. They mark packages delivered that haven't been or guarantee dates that won't happen.

AMAZON: @628851 We'd like to look into this. Please reach us here via phone or chat: https://t.co/2nNI5G1Kgu to leave carrier feedback. ^BE

CUSTOMER: @115821 I think you guys are getting over with #amazonprime. My package rarely comes when it's supposed to. This is no different today.

AMAZON: @628851 I hate to hear this! Have we missed the delivery date provided in a confirmation e-mail? We'd like to help in any way! ^BL",Damaged / Wrong / Missing Item
1402185,"CUSTOMER: #Realpathetic service @115850 poor response frm customer care. Intolerable. Order ID- 405-3376058-8519515

AMAZON: @409160 Sorry for any hassles, Siddarth. Could you let us know what exactly went wrong? So that we can assist accordingly. ^MS

AMAZON: @409160 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS

CUSTOMER: @AmazonHelp Tryng 2 cancel an order bt pickup request is denied. Ur personnel guarantees dat it won't happen again dis is d 4th time dat dis hs happend.

AMAZON: @409160 Sorry for the trouble with your order. Please drop your details here: https://t.co/GIJyeYqKE0 &amp; we'll get in touch with you. ^SQ",Order Management
1645602,"CUSTOMER: What’s up with the Amazon delay in shipping??? Is it just all my packages delayed with no date? #AmazonShippingDelay

AMAZON: @502848 Oh yikes, Jane! Have the orders shipped? Thank you so much for your patience! ^BE",Delivery Issue
665373,"CUSTOMER: んんんん？？？？？？？？？？
ってなってるんやけどAmazonって登録してお金払うなんかあったっけ？って感じやしそもそもわたしAmazon登録してたっけ🤔 https://t.co/EiiU31OImM

AMAZON: @278549 おはようございます。Amazonです。そちらは私どもよりお送りしたものではありません。、残念ながら悪質な詐欺が増加しているようですのでお気を付けください。https://t.co/st4oU5QbhP を装った詐欺と思われる連絡を受け取った際はこちらをご覧ください→https://t.co/pxVB2qoOJ6 SK

CUSTOMER: @AmazonHelp ご丁寧にありがとうございます🙇‍♀️

AMAZON: @278549 とんでもないです。どうぞよろしくお願いいたします！SK",Other / Unclear
1024207,"CUSTOMER: @115830 can you add a ""do not leave with neighbour's"" option?. Safe place is stated. Idiot drivers.

AMAZON: @362386 I'm sorry your order isn't being left in your safe place. We can escalate this for you here: https://t.co/JzP7hlA23B ^VS",Delivery Issue
887837,"CUSTOMER: Wow thanks @115821 (-: https://t.co/Iv9H7syV1o

AMAZON: @330810 Oh my! Sorry your item arrived in this condition. You can view refund/replacement options here: https://t.co/ZmCaeVbuPt ^KP",Delivery Issue
2277774,"CUSTOMER: When you think you found an AMAZING deal on a @29821 coat on @115821 Only to discover the seller was a fraud. 😭💔 My heart hurts . I should have known it was too good to be true. 😔 #Supersad

AMAZON: @662364 what happened? ^AT

CUSTOMER: @AmazonHelp Apparently a coat I ordered for myself from a 3rd party seller is not a real seller and is actually a fraudulent seller. 😔👎 The ship date is not until next month and after doing research discovered it's a fake.

AMAZON: @662364 Hi, sorry to hear that, were you in touch with the seller regarding your order? 
^AS

CUSTOMER: @AmazonHelp Not yet. Will have to try and cancel tomorrow morning. If the account is still active. Seller is a known fraudulent account, and I wasn't aware when I placed my order. Discovered after doing research.

AMAZON: @662364 we give sellers 2 days to reply, but don't worry if there is an issue with your order you can file an A-Z claim  click here: https://t.co/0vHb6yWefQ  ^AS

CUSTOMER: @AmazonHelp If I have to file a claim, does this mean I'll never receive my @29821 coat? 😔

AMAZON: @662364 Unfortunately if you did need to file the claim it would only be for the refund of the item. However, you can use the refund to purchase the item from another seller or vendor. ^TH",Delivery Issue
224831,"CUSTOMER: @115850 it is highly regretted that a reputated online business set up has started behaving like others. A defective has delivered to me.

AMAZON: @169714 Sorry to know you've received a defective item. Please report that here: https://t.co/HQhpS2qeEd and we'll sort this out. ^MS",Delivery Issue
2500797,"CUSTOMER: @115833 hey i wanted to buy the echo for my mum, does it understand hindi or punjabi? #amazonecho

AMAZON: @713408 Great question! Alexa on the Amazon Echo currently only operates in english. Hope this helps! ^SK",Order Management
957116,"CUSTOMER: Cuando la pag. de @116875 dice “entrega estimada el viernes” pero te llega el miércoles... 💪🏻💃🏼🙌🏻 https://t.co/LrHUCdSOtR

AMAZON: @347089 No hay mejor noticia que alegre tu día 😍, ¿que compraste? ^MB https://t.co/0ozzziOch1",Other / Unclear
2838534,"CUSTOMER: S’offrir un @117634 et constater que la « boutique est indisponible ». Tres bien... si vous insistez je n’aurais qu’à les télécharger ailleurs &gt;&gt;&gt; ouvre le navigateur &gt; bruit de clavier &gt; telecharger livre kindle GRATUIT &gt; 487 000 résultats (0,58 secondes) https://t.co/6vZykZHtX7

AMAZON: @789974 Bonjour, j'en suis navré. Comme indiqué sur le message d'erreur, je vous invite à contacter notre support technique.
^ARC

CUSTOMER: @AmazonHelp Votre « support technique » est une page de Q&amp;A qui ne répond absolument pas a ce que je recherche…

AMAZON: @789974 Vous pouvez contacter notre SAV via le lien suivant : https://t.co/qzuu0dgDXz
^MD",Payment / Billing
534241,"CUSTOMER: @115850 I am not able to cancel this order. Do help me out with this. https://t.co/xwBS4tF1qT

AMAZON: @195475 Please connect with our support team, here: https://t.co/TxK11znixD and we'll do the needful to help. ^KK

CUSTOMER: @AmazonHelp Thank you for helping me out! 👍🏽🙂

AMAZON: @195475 You're welcome! Keep us posted for any further queries. ^SC",Order Management
516639,"CUSTOMER: @115821 My package is now 3 days late, shipped through UPS. Can we please get an option for who items ship through? UPS constantly screws the people in my area.

AMAZON: @239077 I am sorry your package is late! Can you provide us with the latest tracking information? You can find that information here: https://t.co/Y5jpI9gRhE ^LS",Delivery Issue
2840319,"CUSTOMER: Hey, @115830 How come all deliveries are estimated at three days (Thurs 30th Nov) for Amazon Prime members? Or is this a glitch with my acc?

AMAZON: @790397 Hi Kimberly, the selected shipping speed refers to transit time, in business days, once shipped. We do our best to ship things out as soon as possible.  If the order does not arrive by the date shown when the order was placed please let us know.  ^CH",Delivery Issue
1248307,"CUSTOMER: So @115821 2 of my packages got “delivered” &amp; I only received 1. How do I go about this

AMAZON: @412877 I'm sorry only one of the orders was located! Have you tried these steps: https://t.co/rlLFsTjJDp? ^EP

CUSTOMER: @AmazonHelp Yes I did both items were delivered the same time stating it was handed to a resident at my condo, I’ve only found one

AMAZON: @412877 Who was the carrier for the order? You can find that information here:  https://t.co/Y5jpI9gRhE ^FJ

CUSTOMER: @AmazonHelp Are you guys able to DM so I can screenshot my item and address plus tracking #

AMAZON: @412877 To provide account and order related info please reach us here: https://t.co/hApLpMlfHN ^LR",Delivery Issue
444384,"CUSTOMER: @115850 hi, i placed my order for Taylor Swift's Reputation magazine in September, and it has not been shipped out yet.

AMAZON: @220268 Hey, if the estimated delivery date given to you is between 28 Nov - 1 Dec your order will ship in time to arrive between those dates. ^MA",Delivery Issue
834446,"CUSTOMER: merci @120533 grâce à vous non seulement je n'aurai pas mon déguisement à temps mais en plus j'ai dû enrecommander un bas de gamme express

AMAZON: @318701 Bonjour, vraiment désolé d'apprendre cela. Que s'est-il passé ? Votre colis a-t-il enregistré un retard ? ^KD

CUSTOMER: @AmazonHelp Commandé le 2/10 pr le 14/10 avec livraison prévue au+tard le 13/10. J'ai du envoyer 1mail hier pr apprendre q je n l'aurai pas ds les temps

AMAZON: @318701 Quel est l'expéditeur? Amazon ou un vendeur tiers? ^MD

CUSTOMER: @AmazonHelp C'est Amazon

AMAZON: @318701 Je vous prie de le siganler à notre SAV via ce lien  https://t.co/hgIrz98cdI ^SN

CUSTOMER: @AmazonHelp Ne vous inquiétez pas j'ai deja annulé ma commande, merci quand même pour vos réponses

AMAZON: @318701 Nous restons à votre disposition en cas de besoin, merci pour votre compréhension. ^MA",Product / Device Support
1269483,"CUSTOMER: @AmazonHelp Hello i have prime and preordered mario odyssey and its releasing tomorrow but its gonna arrive till next wednesday, why? WHY?!?

AMAZON: @417238 I'm sorry for the wait, Carlos! You can learn about release-date delivery here: https://t.co/Psr73QXeEK ^WJ",Delivery Issue
961650,"CUSTOMER: @AmazonHelp thanks for fixing the issue in IOS landscape mode👏. @118702 same issue is in ur app also pls fix it.. 🙏 https://t.co/fYc46RwsfO

AMAZON: @126369 Thanks for the update. We're glad that this issue has been resolved. ^EM",Product / Device Support
819518,"CUSTOMER: @AmazonHelp Thanks..problem solved

AMAZON: @315213 You're welcome. ^ST

CUSTOMER: @AmazonHelp what a poor service.
I cancelled an order 5 days ago and payment not yet received.
Contact details sent via dm
#helpamazonhelp

AMAZON: @315213 We responded to your query on DM. Kindly check. ^SQ",Payment / Billing
2874125,"CUSTOMER: Stayed home and did my #BlackFriday shopping online on @115821 - 3 parts of the huge order (shipped with UPS, USPS and Amazon respectively) are delayed and tracking is all off.  I guess they had a busy Friday.  :-D https://t.co/mACocn5DxX

AMAZON: @117760 Oh no! I'm sorry you're experiencing delivery delays! Hopefully we were able to knock out some of your holiday shopping? Please let us know if your packages haven't arrived by Thursday. We'll be here to help if possible! ^EA",Delivery Issue
2391840,"CUSTOMER: @115850 I bought a TV (TCL 139.7 cm (55 inches) L55P2MUS from Amzon. Amazon  suppose to give 24 inch TV as a bundle offer,  i following up with  amazon since Sept 20th 2017, Not received any fruitful answer, everytime  saying give us 3/4 days after then no response.

AMAZON: @628298 Sorry for the stretch. We're working on your concern and we'll contact you as soon as we have an update on this. Appreciate your patience. ^AS",Product / Device Support
